workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,dry,cheese,0,food,3,texture
0,不是,metal,chair,0,furniture,4,material
0,不是,bad,potato,0,food,5,quality
0,不是,purple,watermelon,0,food,6,color
0,是,red,apple,0.68,food,7,color
0,是,square,potato,0.59,food,8,shape
0,是,heavy,table,1,furniture,9,size
0,是,long,bed,1,furniture,10,size
0,不是,blue,chair,0,furniture,11,color
0,是,wooden,chair,0,furniture,12,material
0,不是,yellow,potato,0,food,13,color
0,是,short,apple,0.73,food,14,size
0,是,round,cheese,0,food,15,shape
0,是,small,chair,1,furniture,16,size
0,不是,old,apple,1,food,17,age
0,不是,soft,tomato,1,food,18,texture
0,是,fresh,box,1,furniture,19,age
0,不是,big,couch,0.96,furniture,20,size
0,不是,plastic,watermelon,0,food,21,material
0,是,new,watermelon,1,food,22,age
0,不是,light,apple,1,food,23,size
0,不是,green,potato,0,food,24,color
0,是,good,box,1,furniture,25,quality
0,不是,brown,chair,0,furniture,26,color
0,是,hard,potato,1,food,27,texture
0,是,rotten,potato,0,food,28,age
1,不是,wooden,couch,0,furniture,3,material
1,是,blue,watermelon,0,food,4,color
1,是,yellow,bed,0,furniture,5,color
1,是,brown,watermelon,0,food,6,color
1,是,long,chair,0.03,furniture,7,size
1,不是,square,apple,0.01,food,8,shape
1,不是,dry,box,0,furniture,9,texture
1,不是,bad,cheese,0,food,10,quality
1,是,good,box,0.01,furniture,11,quality
1,不是,metal,apple,0,food,12,material
1,不是,red,box,0,furniture,13,color
1,不是,green,potato,0,food,14,color
1,是,round,apple,0,food,15,shape
1,不是,rotten,potato,0,food,16,age
1,是,plastic,cheese,0,food,17,material
1,不是,short,watermelon,0,food,18,size
1,是,hard,tomato,0,food,19,texture
1,不是,small,bed,1,furniture,20,size
1,不是,old,table,1,furniture,21,age
1,不是,new,apple,1,food,22,age
1,不是,heavy,table,1,furniture,23,size
1,不是,light,couch,1,furniture,24,size
1,不是,soft,chair,1,furniture,25,texture
1,不是,fresh,apple,1,food,26,age
1,不是,big,potato,1,food,27,size
1,是,purple,watermelon,0,food,28,color
2,是,blue,chair,0,furniture,3,color
2,不是,hard,apple,0.05,food,4,texture
2,不是,brown,couch,0.05,furniture,5,color
2,不是,good,couch,0.91,furniture,6,quality
2,是,yellow,chair,0.06,furniture,7,color
2,是,soft,tomato,0.49,food,8,texture
2,不是,long,couch,0.5,furniture,9,size
2,不是,square,table,0.02,furniture,10,shape
2,不是,bad,couch,0.93,furniture,11,quality
2,是,big,table,0.92,furniture,12,size
2,不是,plastic,apple,0,food,13,material
2,不是,metal,box,0,furniture,14,material
2,是,wooden,cheese,0,food,15,material
2,不是,green,box,0,furniture,16,color
2,是,heavy,box,1,furniture,17,size
2,是,small,chair,0.98,furniture,18,size
2,不是,round,table,0,furniture,19,shape
2,是,red,watermelon,0,food,20,color
2,是,light,box,0.97,furniture,21,size
2,不是,dry,table,0,furniture,22,texture
2,不是,rotten,tomato,0.82,food,23,age
2,不是,fresh,tomato,0.87,food,24,age
2,不是,short,watermelon,1,food,25,size
2,是,purple,bed,0.02,furniture,26,color
2,是,new,tomato,0.87,food,27,age
2,不是,old,cheese,0.69,food,28,age
3,是,small,chair,1,furniture,3,size
3,是,new,bed,1,furniture,4,age
3,是,green,table,0,furniture,5,color
3,是,wooden,tomato,0,food,6,material
3,不是,bad,tomato,0,food,7,quality
3,不是,dry,watermelon,0,food,8,texture
3,不是,round,chair,0,furniture,9,shape
3,不是,soft,cheese,0,food,10,texture
3,是,plastic,watermelon,0,food,11,material
3,是,purple,box,0,furniture,12,color
3,不是,metal,apple,0,food,13,material
3,不是,fresh,potato,0,food,14,age
3,不是,brown,bed,0,furniture,15,color
3,不是,hard,table,0,furniture,16,texture
3,不是,rotten,potato,0,food,17,age
3,不是,blue,box,0,furniture,18,color
3,不是,yellow,table,0,furniture,19,color
3,不是,long,box,0,furniture,20,size
3,不是,red,potato,0,food,21,color
3,是,light,potato,0,food,22,size
3,是,heavy,chair,0,furniture,23,size
3,不是,old,cheese,0,food,24,age
3,不是,good,bed,0,furniture,25,quality
3,不是,short,apple,0,food,26,size
3,不是,square,tomato,0,food,27,shape
3,不是,big,couch,0,furniture,28,size
4,是,heavy,couch,0.67,furniture,3,size
4,不是,round,potato,0.32,food,4,shape
4,是,small,watermelon,0.65,food,5,size
4,是,long,table,0.78,furniture,6,size
4,是,dry,chair,0.72,furniture,7,texture
4,不是,brown,couch,0.74,furniture,8,color
4,不是,rotten,watermelon,0.35,food,9,age
4,不是,new,table,0.08,furniture,10,age
4,是,square,bed,0.55,furniture,11,shape
4,不是,big,apple,0.73,food,12,size
4,不是,green,chair,0.69,furniture,13,color
4,是,red,box,0.47,furniture,14,color
4,是,old,bed,0.13,furniture,15,age
4,是,fresh,chair,0.01,furniture,16,age
4,不是,good,apple,0.34,food,17,quality
4,是,light,cheese,0.37,food,18,size
4,是,soft,table,0.59,furniture,19,texture
4,是,short,cheese,0.39,food,20,size
4,不是,plastic,bed,0.17,furniture,21,material
4,是,yellow,box,0.39,furniture,22,color
4,是,hard,watermelon,0.37,food,23,texture
4,是,wooden,table,0.16,furniture,24,material
4,是,metal,tomato,0.01,food,25,material
4,是,purple,potato,0.1,food,26,color
4,是,bad,apple,0.16,food,27,quality
4,不是,blue,box,0.38,furniture,28,color
5,不是,dry,watermelon,0.72,food,3,texture
5,不是,small,chair,0.24,furniture,4,size
5,不是,old,table,0.74,furniture,5,age
5,是,red,bed,0.13,furniture,6,color
5,是,rotten,tomato,0.6,food,7,age
5,是,fresh,bed,0.89,furniture,8,age
5,不是,hard,potato,0.17,food,9,texture
5,不是,square,couch,0.88,furniture,10,shape
5,不是,soft,apple,0.82,food,11,texture
5,是,bad,couch,0.21,furniture,12,quality
5,不是,long,bed,0.47,furniture,13,size
5,不是,light,tomato,0.73,food,14,size
5,不是,plastic,box,0.88,furniture,15,material
5,是,round,watermelon,0.83,food,16,shape
5,不是,blue,box,0.42,furniture,17,color
5,不是,purple,tomato,0.25,food,18,color
5,是,big,apple,0.95,food,19,size
5,不是,brown,tomato,0.17,food,20,color
5,不是,wooden,watermelon,0.84,food,21,material
5,是,yellow,cheese,0.77,food,22,color
5,是,short,couch,0.94,furniture,23,size
5,是,good,table,0.39,furniture,24,quality
5,不是,heavy,bed,0.72,furniture,25,size
5,是,green,tomato,0.26,food,26,color
5,是,metal,tomato,0.63,food,27,material
5,不是,new,box,0.42,furniture,28,age
